Transaction ID,Date,Category,Item,Price Per Unit,Quantity,Total Spent,Payment Method
TXN_1415,2025-06-02,Patisserie,Pat_Cake_Slice,90,4,,Mobile Payment
TXN_1566,2025-03-16,Electric Accessories,Elec_Cable_USB,150,3,450,Mobile Payment
TXN_1326,2025-06-02,Furniture,Furn_Cushion,,2,700,Mobile Payment
TXN_1533,2025-05-22,Butchers,,190,4,760,Mobile Payment
TXN_1123,2025-01-07,Furniture,Furn_Cushion,350,5,1750,Mobile Payment
TXN_1057,2025-05-30,Beverages,Bev_Coffee_200g,180,1,180,Mobile Payment
TXN_1197,2025-03-04,Computers,Comp_Mouse,500,4,2000,Mobile Payment
TXN_1597,2025-06-22,Furniture,Furn_Lamp,700,1,,Credit Card
TXN_1122,2025-02-12,Electric Accessories,Elec_Cable_USB,150,6,900,Mobile Payment
TXN_1027,2025-08-15,Food,Food_Pasta_500g,65,6,390,Debit Card
TXN_1365,2025-07-25,Computers,Comp_HDMI_Cable,300,3,900,Cash
TXN_1151,2025-06-27,Milk Products,Milk_Ghee_500ml,350,4,,Credit Card
TXN_1200,2025-03-18,Patisserie,Pat_Cake_Slice,90,6,540,Mobile Payment
TXN_1096,2025-05-26,milk products,Milk_Butter_500g,250,5,1250,Debit Card
TXN_1260,2025-07-20,Beverages,Bev_Water_1L,20,6,120,Debit Card
TXN_1310,2025-04-29,Computers,  Comp_USB_Drive_32GB  ,450,4,1800,Cash
TXN_1478,2025-01-06,Patisserie,Pat_Cookie_Pack,55,,330,Mobile Payment
TXN_1105,2025-06-17,Patisserie,Pat_Croissant,40,2,80,Cash
TXN_1580,2025-07-17,Electric Accessories,Elec_Cable_USB,150,4,900.0,Credit Card
TXN_1337,2025-07-29,Food,Food_Rice_1kg,70,2,140,Mobile Payment
TXN_1013,2025-04-05,Butchers,Meat_Eggs_Dozen,75,,150,Debit Card
TXN_1353,2025-01-05,Patisserie,Pat_Muffin,35,6,210,Debit Card
TXN_1165,2025-05-23,Patisserie,Pat_Croissant,40,1,40,Mobile Payment
TXN_1311,2025-02-18,Furniture,Furn_Small_Table,3200,6,19200,Debit Card
TXN_1361,2025-04-02,Milk Products,Milk_Yogurt_400g,60,3,180,Cash
TXN_1307,2025-06-01,Patisserie,Pat_Cookie_Pack,55,3,247.5,Cash
TXN_1536,2025-08-24,Food,Food_Wheat_1kg,55,,275,Cash
TXN_1127,2025-07-12,Butchers,Meat_Bacon_250g,190,,570,Mobile Payment
TXN_1043,2025-01-19,Beverages,Bev_Water_1L,20,3,,Credit Card
TXN_1330,2025-07-27,Patisserie,Pat_Croissant,40,3,120,Mobile Payment
TXN_1141,2025-02-09,Electric Accessories,Elec_Powerbank,,6,5400,Mobile Payment
TXN_1126,2025-03-25,Milk Products,Milk_Paneer_200g,80,4,320,Debit Card
TXN_1376,2025-04-12,Computers,Comp_HDMI_Cable,300,3,900,Debit Card
TXN_1161,2025-04-23,Computers,Comp_Mouse,,4,2000,Debit Card
TXN_1440,2025-06-30,Patisserie,Pat_Cookie_Pack,55,3,165,Credit Card
TXN_1389,2025-01-19,Electric Accessories,Elec_Charger,400,5,2000,Credit Card
TXN_1413,2025-01-24,Computers,Comp_Keyboard,800,1,800,Mobile Payment
TXN_1373,2025-07-19,Beverages,Bev_Tea_100g,90,2,270.0,Debit Card
TXN_1301,2025-05-11,Milk Products,Milk_Cheese_200g,110,1,110,Cash
TXN_1475,2025-05-30,Milk Products,,80,6,480,Mobile Payment
TXN_1071,2025-06-12,Milk Products,Milk_Paneer_200g,80,6,480,Debit Card
TXN_1051,2025-04-24,Patisserie,,40,1,40,Cash
TXN_1044,2025-05-19,Computers,Comp_Keyboard,800,2,1600,Credit Card
TXN_1505,2025-03-10,Milk Products,Milk_Yogurt_400g,60,1,60,Mobile Payment
TXN_1226,2025-07-18,Computers,Comp_Keyboard,800,3,2400,Credit Card
TXN_1351,2025-05-15,butchers,Meat_Eggs_Dozen,75,1,75,Cash
TXN_1315,2025-04-15,Patisserie,Pat_Cake_Slice,90,4,360,Debit Card
TXN_1210,2025-08-08,Butchers,Meat_Mutton_1kg,650,6,3900,Mobile Payment
TXN_1522,2025-01-13,beverages,Bev_Tea_100g,90,6,540,Cash
TXN_1383,2025-08-06,Patisserie,Pat_Cake_Slice,90,3,270,Credit Card
TXN_1321,2025-06-21,Butchers,Meat_Mutton_1kg,650,2,1300,Cash
TXN_1434,2025-05-09,Milk Products,Milk_Paneer_200g,80,4,320,Mobile Payment
TXN_1369,2025-04-25,Electric Accessories,Elec_Batteries_4pk,90,3,270,Cash
TXN_1179,2025-05-07,Computers,,450,5,2250,Mobile Payment
TXN_1472,2025-04-03,Computers,Comp_HDMI_Cable,300,6,1800,Cash
TXN_1560,2025-03-06,Beverages,Bev_Tea_100g,90,3,270,Credit Card
TXN_1450,2025-05-21,food,Food_Cereal_500g,150,1,150,Credit Card
TXN_1312,2025-01-16,Computers,,450,2,900,Mobile Payment
TXN_1497,2025-08-14,Furniture,Furn_Chair,2500,5,12500,Credit Card
TXN_1288,2025-04-21,Food,Food_Pasta_500g,65,3,,Cash
TXN_1271,2025-04-21,Food,Food_Rice_1kg,70,1,70,Cash
TXN_1035,2025-07-07,Food,Food_Rice_1kg,70,1,70,Mobile Payment
TXN_1073,2025-03-27,Beverages,Bev_Water_1L,20,1,20,Credit Card
TXN_1346,2025-07-23,Electric Accessories,,400,6,2400,Mobile Payment
TXN_1328,2025-04-04,Beverages,Bev_Water_1L,20,4,80,Credit Card
TXN_1068,2025-08-27,Furniture,Furn_Chair,2500,3,7500,Cash
TXN_1385,2025-03-02,Milk Products,,60,2,120,Mobile Payment
TXN_1396,2025-05-17,Patisserie,Pat_Cookie_Pack,55,5,275,Cash
TXN_1195,2025-01-31,Food,Food_Pasta_500g,65,4,260,Credit Card
TXN_1070,2025-03-14,Food,Food_Oats_1kg,120,3,360,Credit Card
TXN_1153,2025-04-01,Furniture,Furn_Chair,2500,3,,Mobile Payment
TXN_1188,2025-07-17,Butchers,Meat_Chicken_1kg,220,1,220,Mobile Payment
TXN_1160,2025-08-12,Computers,Comp_Keyboard,800,1,800,Cash
TXN_1410,2025-08-10,Electric Accessories,Elec_Charger,400,2,800,Credit Card
TXN_1052,2025-01-24,Computers,Comp_Webcam,,1,1200,Credit Card
TXN_1374,2025-06-04,Furniture,Furn_Small_Table,3200,1,3200,Credit Card
TXN_1045,2025-05-02,Furniture,Furn_Small_Table,3200,5,16000,Credit Card
TXN_1196,2025-06-30,patisserie,Pat_Cake_Slice,90,5,450,Debit Card
TXN_1117,2025-04-10,Milk Products,Milk_Paneer_200g,80,4,320,Cash
TXN_1036,2025-02-02,Computers,Comp_Webcam,1200,2,2400,Mobile Payment
TXN_1433,2025-04-18,electric accessories,Elec_Batteries_4pk,90,3,270,Credit Card
TXN_1431,2025-06-11,Milk Products,Milk_Cheese_200g,,5,550,Mobile Payment
TXN_1355,2025-01-12,Butchers,Meat_Mutton_1kg,650,2,1300,Debit Card
TXN_1216,2025-05-25,Computers,Comp_HDMI_Cable,,4,1200,Credit Card
TXN_1061,2025-05-30,Electric Accessories,Elec_Charger,400,6,2400,Debit Card
TXN_1098,2025-06-17,Furniture,Furn_Lamp,700,5,3500,Debit Card
TXN_1487,2025-07-04,Electric Accessories,Elec_Powerbank,900,6,5400,Mobile Payment
TXN_1581,2025-01-27,beverages,Bev_Juice_500ml,45,4,180,Debit Card
TXN_1599,2025-04-10,Food,Food_Oats_1kg,120,5,600,Mobile Payment
TXN_1004,2025-02-26,Computers,Comp_Webcam,1200,4,4800,Mobile Payment
TXN_1227,2025-06-12,Butchers,Meat_Fish_1kg,380,2,760,Credit Card
TXN_1348,2025-07-03,Furniture,Furn_Small_Table,3200,2,,Credit Card
TXN_1265,2025-03-17,Furniture,Furn_Shelf,1800,5,9000,Mobile Payment
TXN_1583,2025-07-20,Butchers,Meat_Mutton_1kg,650,4,2600,Credit Card
TXN_1303,2025-02-20,Food,Food_Oats_1kg,120,3,360,Credit Card
TXN_1466,2025-03-02,Butchers,Meat_Eggs_Dozen,75,6,450,Cash
TXN_1039,2025-06-16,Electric Accessories,  Elec_Cable_USB  ,150,6,900,Debit Card
TXN_1244,2025-06-07,Food,Food_Wheat_1kg,55,4,220,Mobile Payment
TXN_1109,2025-03-23,Furniture,Furn_Chair,2500,5,12500,Mobile Payment
TXN_1470,2025-04-17,Furniture,Furn_Shelf,1800,3,5400,Mobile Payment
TXN_1048,2025-06-17,Beverages,,180,6,1080,Cash
TXN_1360,2025-03-06,Computers,Comp_Webcam,1200,4,4800,Cash
TXN_1046,2025-01-25,Electric Accessories,Elec_Charger,400,2,800,Cash
TXN_1456,2025-01-03,Patisserie,Pat_Cake_Slice,90,1,90,Debit Card
TXN_1512,2025-04-02,Computers,Comp_Webcam,1200,,7200,Debit Card
TXN_1119,2025-08-07,Patisserie,Pat_Cookie_Pack,55,4,220,Mobile Payment
TXN_1386,2025-04-05,Furniture,Furn_Chair,2500,5,12500,Mobile Payment
TXN_1358,2025-07-22,Milk Products,Milk_Yogurt_400g,60,1,60,Credit Card
TXN_1371,2025-06-21,Beverages,Bev_Coffee_200g,180,1,270.0,Mobile Payment
TXN_1156,2025-07-05,Computers,Comp_Mouse,500,3,1500,Debit Card
TXN_1480,2025-01-17,Butchers,Meat_Fish_1kg,380,6,2280,Cash
TXN_1202,2025-04-27,Computers,Comp_Webcam,1200,4,4800,Debit Card
TXN_1026,2025-03-06,Electric Accessories,Elec_Powerbank,900,5,4500,Cash
TXN_1595,2025-05-31,Furniture,Furn_Cushion,350,4,2100.0,Cash
TXN_1463,2025-02-05,Food,Food_Wheat_1kg,55,2,,Mobile Payment
TXN_1340,2025-08-03,Butchers,Meat_Chicken_1kg,220,1,220,Debit Card
TXN_1190,2025-04-03,Milk Products,Milk_Yogurt_400g,60,5,300,Mobile Payment
TXN_1573,2025-04-25,Butchers,Meat_Bacon_250g,190,1,190,Mobile Payment
TXN_1128,2025-01-05,Food,Food_Rice_1kg,70,4,280,Cash
TXN_1184,2025-05-01,computers,Comp_Keyboard,800,1,800,Debit Card
TXN_1515,2025-05-25,Electric Accessories,Elec_Charger,400,1,400,Credit Card
TXN_1047,2025-04-16,Butchers,Meat_Fish_1kg,380,4,1520,Mobile Payment
TXN_1140,2025-01-28,Electric Accessories,Elec_Charger,400,4,1600,Mobile Payment
TXN_1448,2025-06-13,Computers,,300,2,600,Credit Card
TXN_1447,2025-05-31,Furniture,Furn_Cushion,350,,2100,Credit Card
TXN_1081,2025-01-07,Milk Products,Milk_Butter_500g,250,4,1000,Credit Card
TXN_1154,2025-01-31,Patisserie,Pat_Muffin,35,2,,Credit Card
TXN_1332,2025-05-09,Patisserie,Pat_Cake_Slice,90,4,360,Mobile Payment
TXN_1572,2025-03-06,Patisserie,Pat_Cookie_Pack,55,2,110,Credit Card
TXN_1067,2025-03-19,Computers,Comp_Webcam,1200,6,7200,Cash
TXN_1047,2025-04-16,Butchers,Meat_Fish_1kg,380,4,1520,Mobile Payment
TXN_1352,2025-06-12,Computers,Comp_Mouse,500,1,500,Mobile Payment
TXN_1103,2025-08-06,Computers,Comp_Mouse,500,5,2500,Cash
TXN_1147,2025-03-13,Patisserie,Pat_Muffin,35,3,105,Debit Card
TXN_1000,2025-07-09,Food,Food_Pasta_500g,65,,65,Debit Card
TXN_1233,2025-08-11,Patisserie,Pat_Cake_Slice,90,6,540,Debit Card
TXN_1592,2025-01-27,Beverages,Bev_Tea_100g,90,5,675.0,Credit Card
TXN_1080,2025-08-10,Food,Food_Oats_1kg,120,2,240,Credit Card
TXN_1439,2025-03-18,Patisserie,Pat_Donut,30,5,150,Credit Card
TXN_1063,2025-06-21,Electric Accessories,Elec_Cable_USB,150,2,300,Debit Card
TXN_1008,2025-04-28,Beverages,Bev_Water_1L,20,6,120,Cash
TXN_1235,2025-04-04,Electric Accessories,Elec_Cable_USB,150,5,750,Cash
TXN_1428,2025-05-30,Food,Food_Pasta_500g,65,4,260,Debit Card
TXN_1401,2025-06-13,Electric Accessories,Elec_Charger,400,5,2000,Cash
TXN_1320,2025-05-24,Food,Food_Rice_1kg,70,3,210,Mobile Payment
TXN_1050,2025-04-19,Electric Accessories,Elec_Batteries_4pk,90,2,,Credit Card
TXN_1023,2025-05-07,Food,Food_Cereal_500g,150,5,750,Cash
TXN_1024,2025-06-10,Food,Food_Pasta_500g,65,2,130,Credit Card
TXN_1390,2025-04-30,Beverages,Bev_Tea_100g,,4,360,Debit Card
TXN_1349,2025-04-01,Beverages,Bev_Cola_1L,60,5,300,Credit Card
TXN_1457,2025-03-14,Food,Food_Wheat_1kg,55,3,165,Mobile Payment
TXN_1175,2025-06-15,Computers,Comp_Webcam,1200,2,2400,Credit Card
TXN_1403,2025-04-27,Electric Accessories,Elec_Cable_USB,150,3,450,Cash
TXN_1248,2025-02-01,Patisserie,,30,2,60,Mobile Payment
TXN_1436,2025-04-07,Computers,Comp_Mouse,500,5,2500,Debit Card
TXN_1289,2025-05-15,Furniture,,700,4,2800,Debit Card
TXN_1066,2025-04-05,Beverages,Bev_Tea_100g,,2,180,Debit Card
TXN_1586,2025-08-06,Food,Food_Pasta_500g,65,1,65,Debit Card
TXN_1280,2025-03-31,Patisserie,Pat_Cookie_Pack,,3,165,Cash
TXN_1546,2025-02-28,Electric Accessories,Elec_Batteries_4pk,90,4,360,Debit Card
TXN_1527,2025-03-15,Patisserie,Pat_Donut,30,5,150,Cash
TXN_1525,2025-06-18,Furniture,,350,4,1400,Mobile Payment
TXN_1165,2025-05-23,Patisserie,Pat_Croissant,40,1,40,Mobile Payment
TXN_1137,2025-06-03,Patisserie,Pat_Cookie_Pack,55,6,330,Cash
TXN_1530,2025-01-21,Patisserie,Pat_Donut,30,4,120,Debit Card
TXN_1108,2025-02-04,Food,Food_Pasta_500g,65,4,260,Mobile Payment
TXN_1422,2025-02-20,Butchers,Meat_Eggs_Dozen,75,2,150,Mobile Payment
TXN_1219,2025-03-07,Patisserie,Pat_Muffin,35,4,140,Cash
TXN_1495,2025-03-19,Butchers,Meat_Chicken_1kg,220,2,440,Credit Card
TXN_1111,2025-03-08,Computers,Comp_Mouse,500,4,2000,Credit Card
TXN_1203,2025-04-09,Patisserie,Pat_Croissant,40,5,200,Credit Card
TXN_1542,2025-07-05,Food,Food_Cereal_500g,150,6,900,Cash
TXN_1407,2025-05-12,Food,Food_Cereal_500g,150,3,,Cash
TXN_1032,2025-07-19,Milk Products,Milk_Cheese_200g,110,5,550,Cash
TXN_1569,2025-06-24,Computers,Comp_Webcam,1200,2,2400,Cash
TXN_1366,2025-06-04,Food,Food_Rice_1kg,70,4,280,Credit Card
TXN_1469,2025-02-04,Milk Products,Milk_Ghee_500ml,,2,700,Mobile Payment
TXN_1521,2025-01-16,Computers,Comp_Webcam,1200,6,7200,Cash
TXN_1002,2025-01-24,Beverages,Bev_Water_1L,20,,20,Credit Card
TXN_1335,2025-03-14,Computers,Comp_HDMI_Cable,300,1,300,Cash
TXN_1499,2025-03-23,butchers,Meat_Bacon_250g,190,5,950,Mobile Payment
TXN_1465,2025-03-19,Patisserie,Pat_Donut,30,,90,Cash
TXN_1377,2025-01-07,Patisserie,Pat_Croissant,40,1,40,Credit Card
TXN_1284,2025-06-02,Butchers,Meat_Chicken_1kg,220,5,1100,Cash
TXN_1412,2025-04-30,Computers,Comp_Keyboard,800,5,4000,Mobile Payment
TXN_1095,2025-06-20,Milk Products,Milk_Yogurt_400g,60,4,240,Mobile Payment
TXN_1077,2025-02-02,Food,Food_Oats_1kg,120,4,,Cash
TXN_1462,2025-05-12,Electric Accessories,,150,4,600,Debit Card
TXN_1384,2025-05-11,Milk Products,Milk_Butter_500g,,3,750,Credit Card
TXN_1424,2025-02-08,Computers,Comp_HDMI_Cable,300,4,,Credit Card
TXN_1275,2025-05-28,Butchers,Meat_Fish_1kg,,1,380,Credit Card
TXN_1145,2025-06-06,Electric Accessories,Elec_Powerbank,900,5,,Mobile Payment
TXN_1501,2025-08-08,Milk Products,Milk_Ghee_500ml,350,3,1050,Credit Card
TXN_1402,2025-06-14,Computers,Comp_Webcam,1200,3,3600,Debit Card
TXN_1567,2025-04-07,Patisserie,Pat_Croissant,40,3,120,Debit Card
TXN_1329,2025-07-12,Furniture,Furn_Cushion,350,,1050,Mobile Payment
TXN_1149,2025-07-14,Computers,Comp_Keyboard,800,5,4000,Credit Card
TXN_1255,2025-01-04,Beverages,Bev_Juice_500ml,45,2,90,Debit Card
TXN_1135,2025-08-21,furniture,Furn_Small_Table,3200,6,19200,Mobile Payment
TXN_1129,2025-06-16,Butchers,Meat_Fish_1kg,380,2,760,Cash
TXN_1283,2025-02-10,Electric Accessories,Elec_Powerbank,900,3,,Debit Card
TXN_1587,2025-03-04,Milk Products,Milk_Cheese_200g,110,6,660,Credit Card
TXN_1421,2025-04-06,Food,Food_Wheat_1kg,55,4,220,Debit Card
TXN_1138,2025-03-30,Furniture,Furn_Small_Table,3200,1,3200,Mobile Payment
TXN_1097,2025-03-15,Beverages,  Bev_Cola_1L  ,60,3,180,Credit Card
TXN_1526,2025-04-16,Computers,,1200,5,6000,Cash
TXN_1273,2025-03-26,furniture,Furn_Chair,2500,5,12500,Cash
TXN_1296,2025-07-01,Furniture,Furn_Small_Table,3200,4,,Mobile Payment
TXN_1591,2025-01-02,Electric Accessories,Elec_Earphones,350,,1400,Credit Card
TXN_1331,2025-06-23,Milk Products,Milk_Yogurt_400g,60,3,180,Mobile Payment
TXN_1585,2025-01-18,Electric Accessories,,90,3,270,Debit Card
TXN_1287,2025-03-11,Electric Accessories,Elec_Batteries_4pk,90,4,360,Credit Card
TXN_1545,2025-06-12,Butchers,Meat_Chicken_1kg,220,1,220,Debit Card
TXN_1576,2025-06-20,Patisserie,Pat_Croissant,,6,240,Debit Card
TXN_1060,2025-05-29,Furniture,Furn_Small_Table,3200,2,6400,Cash
TXN_1552,2025-02-03,Patisserie,Pat_Donut,,1,30,Cash
TXN_1211,2025-01-10,Computers,Comp_Keyboard,800,,4000,Cash
TXN_1142,2025-03-11,Computers,Comp_HDMI_Cable,300,6,1800,Mobile Payment
TXN_1169,2025-02-24,Milk Products,Milk_Paneer_200g,80,6,480,Debit Card
TXN_1438,2025-05-04,Patisserie,Pat_Muffin,35,5,175,Credit Card
TXN_1359,2025-05-12,Butchers,Meat_Chicken_1kg,220,3,660,Mobile Payment
TXN_1214,2025-01-12,Patisserie,Pat_Cookie_Pack,55,1,55,Debit Card
TXN_1242,2025-04-10,Computers,Comp_Webcam,1200,2,3600.0,Mobile Payment
TXN_1120,2025-08-18,Computers,Comp_Webcam,1200,5,6000,Credit Card
TXN_1449,2025-07-03,Electric Accessories,,400,3,1200,Mobile Payment
TXN_1089,2025-03-30,Furniture,  Furn_Shelf  ,1800,4,7200,Debit Card
TXN_1356,2025-04-29,Milk Products,Milk_Butter_500g,250,6,1500,Mobile Payment
TXN_1269,2025-04-20,Food,Food_Wheat_1kg,55,3,165,Debit Card
TXN_1460,2025-03-07,Electric Accessories,,900,6,5400,Credit Card
TXN_1590,2025-01-08,Electric Accessories,  Elec_Earphones  ,350,4,1400,Credit Card
TXN_1304,2025-07-17,Beverages,Bev_Tea_100g,90,2,180,Mobile Payment
TXN_1253,2025-03-12,Furniture,Furn_Shelf,1800,1,1800,Credit Card
TXN_1104,2025-07-03,Furniture,Furn_Small_Table,3200,2,6400,Mobile Payment
TXN_1435,2025-02-05,Beverages,Bev_Coffee_200g,180,6,1080,Credit Card
TXN_1223,2025-04-08,Food,Food_Wheat_1kg,55,2,110,Debit Card
TXN_1559,2025-04-18,Electric Accessories,Elec_Earphones,350,3,1050,Debit Card
TXN_1451,2025-06-16,Computers,Comp_Mouse,500,4,2000,Credit Card
TXN_1042,2025-07-01,Beverages,Bev_Cola_1L,60,,60,Cash
TXN_1555,2025-01-04,butchers,Meat_Chicken_1kg,220,4,880,Debit Card
TXN_1375,2025-04-24,Butchers,Meat_Eggs_Dozen,75,3,225,Cash
TXN_1556,2025-08-19,Food,Food_Rice_1kg,70,6,420,Credit Card
TXN_1274,2025-01-14,Electric Accessories,Elec_Earphones,350,6,2100,Debit Card
TXN_1116,2025-05-19,electric accessories,Elec_Charger,400,3,1200,Mobile Payment
TXN_1115,2025-02-09,Butchers,,190,6,1140,Credit Card
TXN_1523,2025-07-01,Milk Products,,350,1,350,Credit Card
TXN_1562,2025-01-02,Food,Food_Cereal_500g,150,3,,Mobile Payment
TXN_1507,2025-06-21,Furniture,Furn_Lamp,700,6,4200,Credit Card
TXN_1579,2025-07-11,Milk Products,  Milk_Ghee_500ml  ,350,5,1750,Credit Card
TXN_1468,2025-01-31,Patisserie,Pat_Cookie_Pack,55,6,495.0,Debit Card
TXN_1172,2025-06-30,Milk Products,Milk_Ghee_500ml,350,3,1050,Debit Card
TXN_1295,2025-08-09,Electric Accessories,Elec_Powerbank,900,1,900,Debit Card
TXN_1550,2025-04-10,Food,Food_Oats_1kg,120,6,1080.0,Debit Card
TXN_1230,2025-03-25,Food,Food_Rice_1kg,,3,210,Mobile Payment
TXN_1281,2025-06-18,Food,,120,5,600,Mobile Payment
TXN_1033,2025-01-29,Computers,Comp_Keyboard,800,1,800,Debit Card
TXN_1299,2025-04-22,Food,Food_Wheat_1kg,55,2,110,Mobile Payment
TXN_1225,2025-07-19,Furniture,Furn_Small_Table,3200,6,19200,Cash
TXN_1031,2025-05-10,Patisserie,Pat_Cookie_Pack,,6,330,Credit Card
TXN_1578,2025-01-28,Butchers,,650,4,2600,Cash
TXN_1084,2025-07-29,Milk Products,Milk_Ghee_500ml,350,2,1050.0,Mobile Payment
TXN_1171,2025-06-26,Electric Accessories,Elec_Charger,400,4,,Mobile Payment
TXN_1500,2025-02-17,Patisserie,Pat_Cookie_Pack,55,,220,Mobile Payment
TXN_1454,2025-04-17,Beverages,Bev_Water_1L,20,2,40,Credit Card
TXN_1425,2025-02-11,Furniture,Furn_Cushion,350,3,1050,Mobile Payment
TXN_1503,2025-03-04,Food,Food_Cereal_500g,150,,600,Debit Card
TXN_1418,2025-02-19,Furniture,Furn_Small_Table,3200,5,16000,Debit Card
TXN_1506,2025-08-12,Furniture,Furn_Shelf,,1,1800,Cash
TXN_1517,2025-02-28,Milk Products,Milk_Yogurt_400g,60,3,180,Mobile Payment
TXN_1575,2025-08-18,Butchers,,75,6,450,Cash
TXN_1393,2025-03-19,Computers,Comp_HDMI_Cable,,2,600,Credit Card
TXN_1199,2025-03-29,Patisserie,Pat_Donut,30,4,120,Debit Card
TXN_1139,2025-06-15,Beverages,,90,5,450,Debit Card
TXN_1496,2025-04-16,Computers,Comp_HDMI_Cable,300,2,,Debit Card
TXN_1009,2025-05-22,Butchers,Meat_Bacon_250g,190,1,190,Debit Card
TXN_1367,2025-01-21,Butchers,Meat_Chicken_1kg,220,1,220,Debit Card
TXN_1054,2025-01-01,Milk Products,Milk_Cheese_200g,110,,440,Mobile Payment
TXN_1461,2025-05-26,Butchers,Meat_Mutton_1kg,,3,1950,Credit Card
TXN_1322,2025-04-03,Electric Accessories,Elec_Earphones,350,5,2625.0,Cash
TXN_1191,2025-03-10,Beverages,Bev_Coffee_200g,180,2,360,Credit Card
